"","importance","feature","iter","feat_group","cancer_type","agg_level","win_len","is_upper","raw_feature","upper"
"7862",5.06498128192257,"upper_GABPA",6,"tf","breast","99.",100000,1,"GABPA","Distant"
"7863",1.64774252245784,"upper_HNF4A",6,"tf","breast","99.",100000,1,"HNF4A","Distant"
"7864",0.350433227075143,"upper_HNF4G",6,"tf","breast","99.",100000,1,"HNF4G","Distant"
"7865",0.904240623347569,"upper_JUND",6,"tf","breast","99.",100000,1,"JUND","Distant"
"7866",3.79400269843436,"upper_MAX",6,"tf","breast","99.",100000,1,"MAX","Distant"
"7867",4.15983935842046,"upper_NR2F2",6,"tf","breast","99.",100000,1,"NR2F2","Distant"
"7868",2.33328960242849,"upper_REST",6,"tf","breast","99.",100000,1,"REST","Distant"
"7869",2.38703504717419,"upper_RXRA",6,"tf","breast","99.",100000,1,"RXRA","Distant"
"7870",4.49310066965262,"upper_SP1",6,"tf","breast","99.",100000,1,"SP1","Distant"
"7871",0.697040754734302,"upper_YY1",6,"tf","breast","99.",100000,1,"YY1","Distant"
"7872",0.156896096171639,"upper_ZBTB33",6,"tf","breast","99.",100000,1,"ZBTB33","Distant"
"7873",0.00339384511621665,"ATF3",7,"tf","breast","99.",100000,0,"ATF3","Current"
"7874",0.24603914497353,"CTCF",7,"tf","breast","99.",100000,0,"CTCF","Current"
"7875",0.136010270088671,"EGR1",7,"tf","breast","99.",100000,0,"EGR1","Current"
"7876",0.0054584262950259,"FOXA1",7,"tf","breast","99.",100000,0,"FOXA1","Current"
"7877",0.00455951805536961,"FOXA2",7,"tf","breast","99.",100000,0,"FOXA2","Current"
"7878",0.0320048986653192,"GABPA",7,"tf","breast","99.",100000,0,"GABPA","Current"
"7879",0.356666089076155,"HNF4A",7,"tf","breast","99.",100000,0,"HNF4A","Current"
"7880",0.102613336691702,"HNF4G",7,"tf","breast","99.",100000,0,"HNF4G","Current"
"7881",0.0304219585133246,"JUND",7,"tf","breast","99.",100000,0,"JUND","Current"
"7882",0.117346931862401,"MAX",7,"tf","breast","99.",100000,0,"MAX","Current"
"7883",0.946620782778814,"NR2F2",7,"tf","breast","99.",100000,0,"NR2F2","Current"
"7884",0.0145010322155358,"REST",7,"tf","breast","99.",100000,0,"REST","Current"
"7885",0.196482833437658,"RXRA",7,"tf","breast","99.",100000,0,"RXRA","Current"
"7886",0.323324802991137,"SP1",7,"tf","breast","99.",100000,0,"SP1","Current"
"7887",0.0169147345835131,"YY1",7,"tf","breast","99.",100000,0,"YY1","Current"
"7888",0.00669024245468245,"ZBTB33",7,"tf","breast","99.",100000,0,"ZBTB33","Current"
"7889",0.141455451970907,"upper_ATF3",7,"tf","breast","99.",100000,1,"ATF3","Distant"
"7890",1.18424439428262,"upper_CTCF",7,"tf","breast","99.",100000,1,"CTCF","Distant"
"7891",2.79378197891426,"upper_EGR1",7,"tf","breast","99.",100000,1,"EGR1","Distant"
"7892",0.0485122185360779,"upper_FOXA1",7,"tf","breast","99.",100000,1,"FOXA1","Distant"
"7893",0.497863926611552,"upper_FOXA2",7,"tf","breast","99.",100000,1,"FOXA2","Distant"
"7894",4.18915543302024,"upper_GABPA",7,"tf","breast","99.",100000,1,"GABPA","Distant"
"7895",1.64913423482679,"upper_HNF4A",7,"tf","breast","99.",100000,1,"HNF4A","Distant"
"7896",0.670416666578145,"upper_HNF4G",7,"tf","breast","99.",100000,1,"HNF4G","Distant"
"7897",1.41482936915161,"upper_JUND",7,"tf","breast","99.",100000,1,"JUND","Distant"
"7898",3.73376974874766,"upper_MAX",7,"tf","breast","99.",100000,1,"MAX","Distant"
"7899",6.2962996577639,"upper_NR2F2",7,"tf","breast","99.",100000,1,"NR2F2","Distant"
"7900",2.14531623393224,"upper_REST",7,"tf","breast","99.",100000,1,"REST","Distant"
